@id,addr:city,addr:street,amenity,building,name,religion,type,@geometry,lon,lat,area,wikidata,wikipedia,denomination,check_date,fixme,from,public_transport:version,ref,route,to,highway,oneway,surface,maxspeed,alt_name,ele,toilets:wheelchair,wheelchair,addr:housenumber,addr:postcode,FIXME,phone,website,image,basilica,description,name:fr,name:it,landuse,opening_hours,watsan:dumping_site,watsan:location,watsan:open_defecation_area,barrier,service_times,source,addr:country,fax,building:levels,name:de,name:grc,healthcare,subdenomination,incline,service,boundary_type:ward_boundary,operational_status:electricity,polling_station,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:type_description,operator,layer,atm,brand,brand:ar,brand:en,brand:ur,brand:wikidata,name:ar,name:en,name:ur,accessibility_pwd,facility_owner,status,name:pa,contact:phone,note,media:video_device_number,media:video_number,security:description,health_facility:patients_per_day,health_facility:type,operational_status,operator:type,social_facility,notes,health_facility:referals,medical_service:general_medical_services,medical_service:outpatient,medical_staff:general_practitioner,shop,leisure,covered,accessibility,building:material,building:roof,contact:address,education:bom_employed,education:bom_how_many,education:curriculum,education:exam_affiliate,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees_admission,education:fees_level2,education:gender_type,education:government_registered,education:management_committee,education:program_counseling,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:program_scouting,education:program_specialneeds,education:program_sports,education:pta,education:school_head,education:staff_female,education:staff_male,education:student_age_range,education:students,education:students_female,education:students_male,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:teachers_tsc_registered,education:teachers_undergoing_training,education:tsc_employed,education:tsc_how_many,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,media:camera_device_number,operator:name,place:village,toilet:present,contact:email,education:fees,education:program_other,education:teachers_untrained,education:fees_exam,education:fees_level1,education:fees_per_year,education:teachers_under_going_training,education:fees_level3,education:fees_lunch,education:fees_optional,education:fees_trip,education:program_special_needs,operator:description,health_facility:exam_room,medical_service:ear_nose_throat,medical_service:malaria,medical_service:minor_surgery,medical_staff:clinical_officer,medical_staff:community_pharmacist,medical_staff:counsellor,medical_staff:lab_tech,medical_staff:medical_officer,medical_staff:midwife,medical_staff:nurse,medical_staff:other,medical_staff:pharm_tech,medical_staff:pharmacist,access,hoops,sport,source_ref,email,building:blocks,building:classrooms,education:government_grants,education:nemis_code,education:num_classes,education:operate_as,education:program_feeding_description,education:program_orphans,playground,toilet:teachers,toilets,toilets:female,toilets:handwashing,toilets:male,water_source,bicycle,dog,foot,ford,horse,motor_vehicle,smoothness,stroller,width,watsan:cleaner,watsan:connection,watsan:features_per_location,watsan:handwashing,watsan:toilet_private,watsan:type,watsan:users_per_day,watsan:water_availability,watsan:water_private,addr:place,roof:colour,landuse:urban_green,natural,urban_green:cultivation,urban_green:cultivation_consumer_description,urban_green:cultivation_sale,urban_green:cultivation_supplies_purchase,urban_green:fence,urban_green:number_of_caretakers,urban_green:owner_distance,urban_green:owner_hours_week,watsan:urban_agriculture,dispensing,tourism,name:sw,wifi,boundary_type:Ward_boundary,polling_station:source,polling_station:type,designation,local_ref,contact:mobile,cost,media:camera_number,watsan:hand_washing,watsan:opening_hours,watsan:operational_status,watsan:operator,watsan:toilet_status,watsan:toilet_type,medical_service:family_planning,medical_service:pregnancy_test,toilet:arranged_name,barrier:gate,education:extra_scouts:girl_guide,education:fees_per_term,education:supported_by,start_date,toilets:teachers,waste:garbage_disposal,watsan:availability,protected,safe_place:acessible,safe_place:church,safe_place:compound,safe_place:protected,safe_place:mosque,fireplace,contact:website,automated,self_service,community,community:en,community:gender,education:mean_score,image:sign_post,education:extra_other,education:fees_other,barrier:security_fence,education:extra_nature_club,education:extra_scouts/girl_guide,education:sponsored_by,government:registered,playground:arranged_name,room:staff,condition,operator:funding,bus,public_transport,beds,charge,drinking_water,fee,operational_status:availability,disused:amenity,toilets:num_chambers,watsan:bathroom,watsan:sanitary_bin,grades,toilets:position,boundary_type:Constituency_boundary,polling_station:Election_year,registered_voters,bench,bin,lit,shelter,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,altitude,precision,outdoor_seating,payment:cash,man_made,addr:constituency,addr:district,addr:division,addr:location,isced:level,note:code,school:gender,capacity,gender,addr:county
node/8700962173,,,toilets,,Outreach church toilets,,,,36.8604615,-1.2639454,,,,,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1617008820922.jpg,,,,,,Mo-Su 06:00-22:00,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outreach church,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,caretaker,sewage,,water_tank,,english_style,50,piped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,Outreach community church,,,,,,no,always,,4,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8721345279,,,water_point,,Redeem Gospel Church,,,,36.8494099,-1.2645861,,,,,,,,,,,,,,,,,,,,,,,,,https://mapkibera.github.io/watsan/data/images/cache/node/8721345279/httpskchumanitarianresponseinfoattachmentoriginalmediafilemapkiberaattachments1617263547344jpg/orig.jpg,,,,,,Mo-Su 06:00-22:00,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,ngo_international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piped_water,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redeem_gospel_church,,,,5,yes,yes,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8721356718,,,toilets,,Faith Revival Ministries,,,,36.8627069,-1.2600487,,,,,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1617008149246.jpg,,,,,,24/7,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenants,sewage,,none,,english_style,100,purchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fair,community,,,,,,no,always,,10,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8721504017,,,toilets,,Maranatha Faith Assemblies,,,,36.8615774,-1.2624294,,,,,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1616569615316.jpg,,,,,,Mo-Su 06:00-22:00,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maranatha_faith_assemblies,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,operator,sewage,,none,,english_style,50,purchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fair,,,,,,,no,often,,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8739047217,,,toilets,,Muungano Assemblies Church,,,,36.8623026,-1.2613657,,,,,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1617004936701.jpg,,,,,,Mo-Su 06:00-22:00,,public_community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muungano_assemblies_church,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operator,sewage,,none,,english_style,10,purchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,muungano_assemblies_church,,,,,,no,sometimes,,1,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997074,,,*,,Faith healer,,,,36.8926,-1.25128,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997075,,,*,,Faith healer,,,,36.8913,-1.2503,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997076,,,*,,Faith healer,,,,36.8916999,-1.2516907,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997081,,,*,,Faith healer,,,,36.889,-1.2537,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997082,,,*,,Faith Healer,,,,36.8884,-1.25364,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997083,,,*,,Faith Healer,,,,36.8873,-1.25427,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997084,,,*,,Faith Healer,,,,36.8858,-1.25603,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997086,,,*,,Faith healer,,,,36.8911,-1.24826,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8891997091,,,*,,Faith healer,,,,36.8884,-1.25002,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional health centre,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8899062475,,,place_of_worship,,Deliverance Church Eastleigh,christian,,,36.8471642,-1.2756156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8962922300,,,clinic,,Catholic Dispensary Kariobangi,,,,36.8799541,-1.2577118,Clinic outside korogocho community,,,,,,,,,,,,,,,,,,,,,,,,,,Clinic outside Korogocho community,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9116076800,,,school,,Hope and Faith,,,,36.7818629,-1.3153019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private_for_profit,,,,,,,,,,,,,,no,0,,none,no,,,,,0,,mixed,apbet,,,,,,,,,,Jane Owiso,,,,42,20,22,0,2,0,0,0,,no,0,pre_primary,,,,,,,,,,,yes,,0,50,,1500,0,,20,,0,,Hope and faith self help group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9119608258,,,school,,Church of God Pre-Primary,,,,36.7950624,-1.310617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,yes,3,,YMCA,no,,,,,500,10000,mixed,mgcsd,,,,,,,,,,Joab Miyoma,,,,67,30,37,3,3,0,3,3,,no,0,pre_primary,,,,,,,,,,,yes,,0,,9000,10000,0,10000,,,,,Church of God,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All fees are inclusive apart from trip which varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9144672278,,,place_of_worship,,ACK NJIRU,christian,,,36.9428251,-1.2517823,,,,anglican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9163195733,,,school,,Maxdais Faith School,,,,36.8658474,-1.2601417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714260160,,,,,,,,private_for_profit,,,,,,,,,,"small_cars,foot",iron_sheet,iron_sheet,321001,no,0,"8_4_4,2_6_3_3_3",none,no,yes,yes,yes,yes,200,,mixed,moe,yes,,yes,no,yes,,,,yes,Magret Musyoka,,,,124,83,41,5,3,2,4,1,0,no,0,primary,often,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456747469.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456801112.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456844631.jpg,,,,yes,maxdais@gmail.com,yes,none,1,300,,8400,,,,,,no,Benjamin Musyoka,,,,,,,,,,,,,,,,,,,,1,5,no,yes,6,day_school,,no,outside_public_arranged,2,,2,yes,2,tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none,,,,,,,Masinde muliro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9163228068,,,school,,MaxDais Faith School,,,,36.8659459,-1.2593155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714260160,,,,,,,,private_for_profit,,,,,,,,,,foot,iron_sheet,iron_sheet,321001,no,0,2_6_3_3_3,none,no,yes,yes,yes,yes,200,,mixed,moe,yes,,yes,no,no,,,,yes,Margaret Kerubo Misoka,,,,62,33,29,2,2,0,1,0,1,no,0,pre_primary,often,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456766783.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456805428.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456849355.jpg,,,,yes,maxdais@gmail.com,yes,none,0,300,8400,8400,,,,,,no,benjamin_musyoka,,,,,,,,,,,,,,,,,,,,1,1,no,yes,2,day_school,,no,outside_public_arranged,2,,2,yes,2,tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbo,,,,,,,,,,,,,,,,,,0,,none,,,,,,,masinde_muliro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9164495804,,,school,,Power of Faith Education Centre,,,,36.86769,-1.25789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723446113,,,,,,,,individual,,,,,,,,,,foot,concrete,iron_sheet,"PO Box 10790-00400, Nairobi",no,0,2_6_3_3_3,No,no,no,no,no,no,500,,mixed,moe,yes,,yes,yes,no,,,,yes,Fridah Mwende,,,,24,14,10,1,1,0,1,0,0,no,0,pre_primary,always,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467056774.jpg,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467119192.jpg,,,,yes,piweroffaith@yahoo.com,yes,none,0,,2500,7500,,,900,,100,no,individual,,,,,,,,,,,,,,,,,,,,1,1,no,yes,2,day_school,school_fees,yes,no,1,,1,yes,1,tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9168605551,,,school,,Shiners Faith Development Centre,,,,36.8607373,-1.2621657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724580065,,,,,,,,religious,,,,,,,,,,small_cars foot,iron_sheet,iron_sheet,"P O Box 77369-00611, Nairobi",yes,3,2_6_3_3_3,,no,no,no,no,no,200,,mixed,in_the_process,yes,,yes,central_feeding,no,,,,no,Rev.Fanuel Agongo,,,,90,43,37,3,3,,3,1,,,,pre_primary,always,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626170299769.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626170347491.jpg,,,,,,yes,shinersfaithcentre@gmail.com,yes,Missions program run by the church,,50,2700,2700,,,20,,750,no,Growing Faith Church,,,,,,,,,,,,,,,,,,,,2,3,no,no,3,day_school,,no,outside_public_arranged,,,,yes,1,water_tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,Undugu polytechnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9189068287,,,place_of_worship,,,christian,,,36.8326731,-1.2588038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9276846988,Githurai,Off Thika Road,place_of_worship,,Calvary Chapel Githurai,christian,,,36.9133394,-1.205777,,,,protestant,,,,,,,,,,,,,,,,65018,,,,,,,,,,,,,,,,11am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9427766990,,,place_of_worship,,Joy Christian Fellowship Church,christian,,,36.8980227,-1.319159,,,,evangelical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9447164683,,,place_of_worship,,Nyari PCEA,christian,,,36.7820393,-1.2226223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9447164684,,,place_of_worship,,Karura SDA Church,christian,,,36.7815878,-1.2234162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
